client_id,client_name,registration_date,city,country,device
1893,Ivan,2025-11-01,Samara,Russia,desktop
1894,Artem,2025-12-26,Samara,Russia,mobile_android
1895,Anna,2025-11-13,Nizhny Novgorod,Russia,mobile_android
1896,Natalia,2025-05-03,Rostov-on-Don,Russia,tablet
1897,Ivan,2025-01-09,Novosibirsk,Russia,mobile_ios
1898,Ivan,2025-09-19,Novosibirsk,Russia,tablet
1899,Dmitry,2025-03-14,Moscow,Russia,mobile_android
1900,Dmitry,2025-12-25,Chelyabinsk,Russia,mobile_android
1901,Anna,2025-08-11,Kazan,Russia,mobile_ios
1902,Yulia,2025-02-10,Yekaterinburg,Russia,mobile_ios
1903,Natalia,2025-07-23,Rostov-on-Don,Russia,mobile_ios
1904,Elena,2025-09-21,Yekaterinburg,Russia,tablet
1905,Dmitry,2025-11-24,Yekaterinburg,Russia,mobile_ios
1906,Elena,2025-06-27,Nizhny Novgorod,Russia,mobile_android
1907,Alex,2025-12-14,Samara,Russia,mobile_android
1908,Dmitry,2025-11-14,Samara,Russia,desktop
1909,Petr,2025-03-25,Kazan,Russia,tablet
1910,Yulia,2025-11-14,Nizhny Novgorod,Russia,desktop
1911,Natalia,2025-04-21,Yekaterinburg,Russia,mobile_android
1912,Anna,2025-09-08,Omsk,Russia,desktop
1913,Alex,2025-01-07,Samara,Russia,mobile_android
1914,Natalia,2025-03-25,Rostov-on-Don,Russia,desktop
1915,Artem,2025-07-27,Rostov-on-Don,Russia,mobile_ios
1916,Petr,2025-11-10,Moscow,Russia,desktop
1917,Natalia,2025-01-22,Saint Petersburg,Russia,mobile_ios
1918,Petr,2025-01-03,Omsk,Russia,mobile_ios
1919,Petr,2025-05-07,Samara,Russia,tablet
1920,Elena,2025-10-24,Novosibirsk,Russia,mobile_ios
1921,Olga,2025-07-07,Samara,Russia,mobile_ios
1922,Artem,2025-12-28,Moscow,Russia,desktop
1923,Alex,2025-01-14,Rostov-on-Don,Russia,mobile_android
1924,Natalia,2025-01-12,Yekaterinburg,Russia,tablet
1925,Maria,2025-03-28,Novosibirsk,Russia,mobile_ios
1926,Alex,2025-01-12,Nizhny Novgorod,Russia,tablet
1927,Olga,2025-01-25,Chelyabinsk,Russia,desktop
1928,Alex,2025-10-28,Yekaterinburg,Russia,mobile_ios
1929,Ivan,2025-08-31,Chelyabinsk,Russia,desktop
1930,Maria,2025-05-02,Omsk,Russia,tablet
1931,Olga,2025-05-27,Saint Petersburg,Russia,desktop
1932,Elena,2025-02-24,Novosibirsk,Russia,tablet
1933,Natalia,2025-08-26,Kazan,Russia,desktop
1934,Yulia,2025-12-22,Novosibirsk,Russia,tablet
1935,Sergey,2025-06-22,Samara,Russia,mobile_android
1936,Olga,2025-08-09,Rostov-on-Don,Russia,desktop
1937,Anna,2025-04-29,Samara,Russia,desktop
1938,Natalia,2025-11-05,Samara,Russia,mobile_android
1939,Artem,2025-07-02,Omsk,Russia,mobile_android
1940,Olga,2025-10-15,Yekaterinburg,Russia,desktop
1941,Ivan,2025-11-03,Kazan,Russia,mobile_android
1942,Sergey,2025-10-27,Kazan,Russia,mobile_ios
1943,Ivan,2025-03-23,Samara,Russia,tablet
1944,Sergey,2025-07-30,Chelyabinsk,Russia,tablet
1945,Artem,2025-05-30,Omsk,Russia,tablet
1946,Yulia,2025-02-06,Samara,Russia,mobile_ios
1947,Anna,2025-12-18,Saint Petersburg,Russia,mobile_android
1948,Natalia,2025-11-08,Rostov-on-Don,Russia,mobile_android
1949,Elena,2025-12-27,Yekaterinburg,Russia,desktop
1950,Ivan,2025-02-28,Nizhny Novgorod,Russia,mobile_android
1951,Ivan,2025-05-11,Saint Petersburg,Russia,desktop
1952,Petr,2025-07-21,Chelyabinsk,Russia,mobile_ios
1953,Sergey,2025-08-31,Novosibirsk,Russia,tablet
1954,Dmitry,2025-02-04,Novosibirsk,Russia,tablet
1955,Yulia,2025-04-03,Saint Petersburg,Russia,tablet
1956,Natalia,2025-07-26,Samara,Russia,mobile_android
1957,Sergey,2025-12-19,Nizhny Novgorod,Russia,desktop
1958,Petr,2025-11-28,Moscow,Russia,desktop
1959,Alex,2025-11-01,Moscow,Russia,mobile_ios
1960,Sergey,2025-12-16,Chelyabinsk,Russia,mobile_android
1961,Elena,2025-08-01,Samara,Russia,mobile_ios
1962,Natalia,2025-06-08,Kazan,Russia,desktop
1963,Yulia,2025-01-24,Kazan,Russia,desktop
1964,Petr,2025-10-20,Yekaterinburg,Russia,tablet
1965,Alex,2025-01-04,Nizhny Novgorod,Russia,mobile_android
1966,Maria,2025-08-08,Nizhny Novgorod,Russia,desktop
1967,Petr,2025-12-30,Novosibirsk,Russia,tablet
1968,Maria,2025-01-20,Omsk,Russia,mobile_android
1969,Natalia,2025-06-01,Chelyabinsk,Russia,mobile_ios
1970,Ivan,2025-02-19,Moscow,Russia,mobile_android
1971,Petr,2025-06-26,Chelyabinsk,Russia,mobile_android
1972,Anna,2025-04-06,Kazan,Russia,desktop
1973,Maria,2025-04-15,Kazan,Russia,desktop
1974,Elena,2025-09-07,Saint Petersburg,Russia,mobile_android
1975,Anna,2025-04-27,Yekaterinburg,Russia,desktop
1976,Olga,2025-12-20,Nizhny Novgorod,Russia,desktop
1977,Olga,2025-08-16,Rostov-on-Don,Russia,desktop
1978,Alex,2025-03-07,Chelyabinsk,Russia,tablet
1979,Yulia,2025-12-01,Kazan,Russia,tablet
1980,Ivan,2025-09-19,Omsk,Russia,mobile_android
1981,Natalia,2025-10-22,Novosibirsk,Russia,desktop
1982,Petr,2025-08-31,Moscow,Russia,tablet
1983,Dmitry,2025-07-05,Yekaterinburg,Russia,mobile_android
1984,Elena,2025-09-03,Omsk,Russia,desktop
1985,Maria,2025-05-05,Yekaterinburg,Russia,mobile_ios
1986,Natalia,2025-09-25,Saint Petersburg,Russia,desktop
1987,Anna,2025-05-11,Rostov-on-Don,Russia,desktop
1988,Artem,2025-08-25,Kazan,Russia,tablet
1989,Olga,2025-01-18,Novosibirsk,Russia,mobile_android
1990,Artem,2025-02-09,Omsk,Russia,mobile_android
1991,Elena,2025-01-21,Yekaterinburg,Russia,tablet
1992,Dmitry,2025-08-13,Nizhny Novgorod,Russia,desktop
1993,Petr,2025-12-21,Saint Petersburg,Russia,mobile_ios
1994,Alex,2025-10-09,Nizhny Novgorod,Russia,desktop
1995,Dmitry,2025-01-08,Novosibirsk,Russia,desktop
1996,Elena,2025-04-10,Omsk,Russia,mobile_ios
1997,Dmitry,2025-08-28,Saint Petersburg,Russia,tablet
1998,Elena,2025-03-28,Omsk,Russia,mobile_android
1999,Elena,2025-10-25,Kazan,Russia,tablet
2000,Sergey,2025-01-14,Samara,Russia,tablet
